NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:23:04
DATA_INCLUDED	Position
DATA_TYPES	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z

Frame	Time	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	
825	8.24000	147.404	169.846	1222.747	492.821	223.063	57.950	368.692	254.651	569.075	236.737	208.338	102.812	254.136	-186.347	107.763	372.425	-219.790	564.266	507.619	-204.342	57.821	167.815	-130.434	1196.321	-35.300	-213.128	656.000	-68.247	236.629	665.197
826	8.25000	153.872	169.739	1224.092	492.766	222.959	58.361	371.386	253.675	568.333	236.717	208.190	102.736	254.153	-186.092	107.644	375.087	-219.178	563.395	507.568	-204.272	58.228	174.210	-130.379	1197.375	-31.489	-213.139	658.652	-64.748	236.885	667.905
827	8.26000	160.057	169.633	1225.718	492.776	222.790	58.499	374.244	252.560	567.572	236.814	207.929	102.572	254.206	-185.885	107.578	377.897	-218.312	562.606	507.531	-204.186	58.530	180.342	-130.362	1198.829	-27.605	-213.118	661.386	-61.325	237.168	670.697
828	8.27000	165.986	169.556	1227.651	492.848	222.523	58.413	377.178	251.364	566.815	236.966	207.719	102.528	254.326	-185.622	107.549	380.831	-217.215	561.858	507.525	-204.067	58.644	186.167	-130.327	1200.582	-23.730	-213.165	664.175	-57.867	237.428	673.547
829	8.28000	171.568	169.504	1229.917	492.941	222.279	58.219	380.252	250.196	566.025	237.236	207.430	102.449	254.528	-185.201	107.524	383.881	-215.878	561.140	507.560	-203.889	58.621	191.689	-130.305	1202.649	-19.872	-213.154	667.088	-54.352	237.678	676.467
830	8.29000	176.856	169.554	1232.541	493.027	222.102	57.956	383.449	249.051	565.191	237.484	207.242	102.398	254.750	-184.979	107.557	387.041	-214.479	560.471	507.613	-203.667	58.558	196.877	-130.262	1204.967	-16.092	-213.109	670.172	-50.773	237.981	679.516
831	8.30000	181.811	169.670	1235.498	493.133	221.899	57.663	386.752	248.001	564.379	237.766	207.109	102.390	255.006	-184.614	107.587	390.324	-213.156	559.821	507.674	-203.452	58.495	201.752	-130.232	1207.758	-12.350	-213.064	673.455	-47.112	238.311	682.736
832	8.31000	186.474	169.887	1238.847	493.249	221.735	57.306	390.053	247.077	563.586	238.028	206.987	102.412	255.274	-184.309	107.594	393.636	-211.961	559.103	507.721	-203.309	58.345	206.172	-130.219	1210.745	-8.622	-213.011	676.719	-43.371	238.656	686.101
833	8.32000	190.805	170.144	1242.559	493.392	221.629	56.847	393.311	246.344	562.702	238.337	206.855	102.356	255.566	-184.136	107.671	396.943	-210.898	558.329	507.791	-203.231	58.089	210.450	-130.248	1214.328	-4.716	-212.955	680.143	-39.525	239.035	689.613
834	8.33000	194.866	170.484	1246.679	493.523	221.492	56.283	396.517	245.804	561.815	238.651	206.782	102.386	255.874	-183.951	107.698	400.198	-209.996	557.566	507.920	-203.097	57.603	214.459	-130.351	1218.269	-0.677	-212.940	683.680	-35.620	239.363	693.370
835	8.34000	198.644	170.887	1251.160	493.669	221.493	55.671	399.604	245.506	560.977	238.981	206.773	102.358	256.213	-183.742	107.721	403.344	-209.316	556.868	508.021	-202.957	57.103	218.158	-130.507	1222.605	3.430	-212.874	687.461	-31.724	239.693	697.502
836	8.35000	202.217	171.348	1256.025	493.805	221.434	54.923	402.562	245.359	560.170	239.294	206.716	102.289	256.511	-184.089	108.133	406.327	-208.775	556.232	508.157	-202.868	56.378	221.723	-130.617	1227.286	7.562	-212.822	691.453	-27.847	239.983	701.903
837	8.36000	205.561	171.797	1261.190	493.926	221.484	54.356	405.366	245.428	559.451	239.563	206.720	102.252	256.930	-183.608	107.817	409.230	-208.344	555.621	508.281	-202.827	55.706	225.009	-130.817	1232.394	11.680	-212.820	695.695	-24.024	240.266	706.666
838	8.37000	208.759	172.319	1266.707	494.017	221.524	53.777	408.056	245.664	558.733	239.840	206.814	102.254	257.282	-183.437	107.814	411.961	-207.981	555.127	508.420	-202.872	55.099	228.241	-130.894	1237.713	15.724	-212.700	700.137	-20.130	240.462	711.648
839	8.38000	211.805	172.822	1272.500	494.075	221.638	53.280	410.551	246.021	558.057	240.029	206.894	102.242	257.561	-183.376	107.866	414.561	-207.650	554.666	508.503	-202.878	54.555	231.218	-131.067	1243.452	19.668	-212.527	704.835	-16.310	240.619	716.859
840	8.39000	214.737	173.341	1278.589	494.145	221.779	52.720	412.893	246.408	557.351	240.239	206.940	102.204	257.868	-183.385	107.953	416.996	-207.331	554.268	508.584	-203.044	54.051	234.070	-131.211	1249.409	23.453	-212.287	709.757	-12.490	240.761	722.242
841	8.40000	217.539	173.827	1284.966	494.223	221.870	52.074	415.087	246.920	556.703	240.479	206.936	102.092	258.142	-183.322	107.941	419.239	-207.027	553.937	508.672	-203.095	53.620	236.951	-131.402	1255.857	27.173	-211.990	714.930	-8.705	240.931	727.726
842	8.41000	220.206	174.329	1291.625	494.342	222.009	51.337	417.098	247.404	556.118	240.749	207.064	102.128	258.379	-183.217	107.952	421.334	-206.766	553.592	508.782	-203.096	53.192	239.635	-131.449	1262.482	30.727	-211.657	720.293	-4.971	241.139	733.331
843	8.42000	222.761	174.818	1298.589	494.422	222.131	50.589	418.989	247.883	555.624	241.022	207.075	102.020	258.567	-183.162	107.948	423.259	-206.479	553.311	508.855	-203.122	52.768	242.245	-131.511	1269.472	34.260	-211.292	725.875	-1.182	241.250	739.005
844	8.43000	225.209	175.289	1305.790	494.500	222.269	50.035	420.650	248.326	555.193	241.194	207.213	102.025	258.738	-183.145	108.032	425.013	-206.123	553.109	508.932	-203.091	52.398	244.706	-131.565	1276.670	37.735	-210.897	731.618	2.543	241.385	744.883
845	8.44000	227.539	175.732	1313.277	494.533	222.369	49.713	422.182	248.746	554.851	241.298	207.300	102.029	258.880	-183.128	108.082	426.603	-205.841	552.953	509.009	-203.072	52.052	247.126	-131.527	1284.179	41.145	-210.502	737.520	6.301	241.522	750.929
846	8.45000	229.739	176.172	1320.986	494.534	222.482	49.513	423.572	248.999	554.477	241.348	207.385	102.038	259.004	-183.129	108.113	427.969	-205.562	552.925	509.048	-203.109	51.789	249.383	-131.569	1291.943	44.497	-210.079	743.537	10.049	241.709	757.283
847	8.46000	231.794	176.588	1328.921	494.545	222.537	49.312	424.820	249.247	554.203	241.420	207.476	102.070	259.096	-183.096	108.149	429.175	-205.250	552.847	509.079	-203.118	51.626	251.442	-131.607	1300.033	47.825	-209.655	749.691	13.781	241.759	763.780
848	8.47000	233.746	177.018	1337.116	494.575	222.585	49.141	425.963	249.368	553.992	241.500	207.552	102.040	259.160	-183.037	108.195	430.176	-205.068	552.935	509.076	-203.125	51.521	253.468	-131.615	1308.210	51.081	-209.265	756.025	17.503	241.802	770.537
849	8.48000	235.570	177.482	1345.544	494.610	222.563	48.888	426.970	249.440	553.880	241.562	207.645	102.057	259.202	-183.009	108.207	431.062	-204.737	553.000	509.073	-203.114	51.470	255.143	-131.853	1316.884	54.334	-208.794	762.489	21.270	241.731	777.486
850	8.49000	237.306	177.983	1354.212	494.653	222.538	48.666	427.870	249.412	553.781	241.627	207.665	102.036	259.212	-183.013	108.260	431.852	-204.500	553.150	509.074	-203.077	51.396	256.847	-131.953	1325.521	57.550	-208.382	769.154	25.099	241.669	784.583
851	8.50000	238.938	178.520	1363.098	494.670	222.512	48.479	428.654	249.341	553.763	241.685	207.678	102.005	259.244	-182.983	108.250	432.480	-204.266	553.305	509.096	-202.998	51.312	258.303	-132.247	1334.604	60.809	-207.867	775.965	28.964	241.538	791.701
852	8.51000	240.468	179.085	1372.119	494.679	222.476	48.341	429.290	249.334	553.828	241.695	207.756	102.049	259.221	-183.040	108.297	432.911	-204.260	553.564	509.100	-202.974	51.281	259.532	-132.470	1343.762	64.064	-207.346	782.894	32.915	241.418	798.919
853	8.52000	241.871	179.701	1381.352	494.703	222.469	48.210	429.777	249.222	553.915	241.710	207.807	102.064	259.171	-183.108	108.358	433.191	-204.241	553.871	509.097	-202.937	51.286	260.671	-132.746	1353.069	67.418	-206.731	790.015	36.900	241.327	806.213
854	8.53000	243.172	180.325	1390.705	494.717	222.463	48.111	430.162	249.060	554.018	241.752	207.817	102.067	259.075	-183.225	108.396	433.298	-204.387	554.219	509.086	-202.932	51.292	261.720	-133.002	1362.569	70.804	-206.052	797.391	40.928	241.247	813.588
855	8.54000	244.429	180.993	1400.240	494.730	222.457	47.980	430.395	248.897	554.166	241.737	207.943	102.181	258.992	-183.342	108.426	433.205	-204.746	554.706	509.073	-202.943	51.262	262.717	-133.303	1372.197	74.183	-205.408	804.886	45.072	241.146	820.982
856	8.55000	245.589	181.650	1409.853	494.763	222.455	47.850	430.457	248.734	554.346	241.753	207.961	102.185	258.915	-183.468	108.423	432.932	-205.231	555.293	509.044	-203.000	51.205	263.913	-133.893	1382.169	77.659	-204.660	812.537	49.245	240.992	828.528
857	8.56000	246.650	182.277	1419.563	494.772	222.449	47.719	430.436	248.503	554.646	241.525	207.875	101.875	258.856	-183.625	108.458	432.558	-205.802	555.997	509.025	-203.130	51.128	264.753	-134.275	1392.059	81.136	-203.923	820.324	53.491	240.798	836.104
858	8.57000	247.609	182.913	1429.273	494.805	222.445	47.498	430.222	248.231	554.952	241.532	208.140	102.183	258.819	-183.780	108.479	431.913	-206.418	556.787	509.010	-203.290	50.900	265.506	-134.712	1401.971	84.645	-203.162	828.308	57.763	240.562	843.768
859	8.58000	248.470	183.597	1439.033	494.822	222.428	47.384	429.887	247.900	555.388	241.575	208.233	102.330	258.841	-183.968	108.536	431.130	-207.081	557.692	509.028	-203.492	50.505	266.138	-135.166	1411.974	88.155	-202.534	836.442	62.076	240.347	851.489
860	8.59000	249.274	184.287	1448.761	494.822	222.432	47.314	429.395	247.500	555.840	241.510	208.269	102.368	258.928	-184.143	108.585	430.331	-206.832	558.163	509.067	-203.756	49.924	266.703	-135.523	1421.902	91.652	-202.042	844.701	66.461	240.149	859.230
861	8.60000	249.983	184.944	1458.472	494.823	222.472	47.198	428.705	247.034	556.320	241.474	208.292	102.448	259.089	-184.288	108.668	429.258	-207.217	559.113	509.154	-204.013	49.052	267.153	-135.824	1431.733	95.159	-201.631	852.942	70.875	239.879	867.014
862	8.61000	250.613	185.550	1468.116	494.859	222.509	46.783	427.851	246.603	556.911	241.476	208.305	102.516	259.333	-184.409	108.755	427.960	-207.258	559.904	509.261	-204.228	48.237	267.408	-136.113	1441.508	98.669	-201.255	861.088	75.243	239.612	874.760
863	8.62000	251.183	186.075	1477.766	494.960	222.620	46.033	426.820	246.058	557.538	241.617	208.277	102.570	259.491	-184.489	108.887	426.580	-207.145	560.771	509.324	-204.410	47.640	267.586	-136.423	1451.151	102.226	-200.883	869.225	79.739	239.439	882.599
864	8.63000	251.726	186.616	1487.433	495.048	222.731	45.287	425.600	245.547	558.243	241.776	208.283	102.671	259.609	-184.615	109.033	425.184	-206.487	561.543	509.441	-204.500	46.965	267.664	-136.771	1460.694	105.870	-200.584	877.325	84.285	239.227	890.376
865	8.64000	252.239	187.203	1497.046	495.141	222.901	44.569	424.243	244.956	559.108	241.910	208.322	102.791	259.630	-184.652	109.152	423.483	-205.331	562.068	509.468	-204.552	46.623	267.695	-137.174	1470.111	109.551	-200.319	885.305	88.865	239.045	898.136
866	8.65000	252.615	187.912	1506.441	495.235	223.059	43.683	422.765	244.345	560.008	242.078	208.342	102.937	259.541	-184.690	109.255	421.785	-204.927	563.051	509.474	-204.567	46.416	267.656	-137.640	1479.396	113.290	-200.086	893.192	93.366	238.750	905.711
867	8.66000	252.997	188.765	1515.590	495.338	223.120	43.150	421.067	243.682	560.940	242.230	208.308	102.999	259.376	-184.713	109.369	419.907	-204.447	563.982	509.493	-204.517	46.192	267.757	-138.331	1488.425	117.129	-199.908	901.007	97.840	238.463	913.110
868	8.67000	253.336	189.735	1524.483	495.370	223.154	42.885	419.281	243.093	562.026	242.208	208.304	103.117	259.216	-184.725	109.436	417.922	-203.835	564.979	509.505	-204.518	46.043	267.592	-138.946	1497.417	120.986	-199.720	908.734	102.317	238.249	920.368
869	8.68000	253.651	190.758	1533.118	495.375	223.198	42.736	417.331	242.441	563.200	242.114	208.309	103.189	259.107	-184.739	109.551	415.895	-203.158	566.003	509.531	-204.507	45.831	267.478	-139.640	1506.318	124.847	-199.591	916.298	106.723	238.173	927.473
870	8.69000	253.951	191.793	1541.491	495.377	223.200	42.724	415.334	240.552	563.306	241.989	208.315	103.239	259.062	-184.707	109.657	413.850	-202.304	567.082	509.622	-204.426	45.493	267.382	-140.276	1514.895	128.858	-199.451	923.716	111.141	238.120	934.445
871	8.70000	254.353	192.873	1549.737	495.536	223.034	42.774	413.212	239.590	564.246	241.804	208.294	103.304	259.059	-184.659	109.764	411.721	-201.297	568.090	509.662	-204.433	45.143	267.337	-140.870	1523.335	132.856	-199.364	930.985	115.596	237.897	941.182
872	8.71000	254.616	193.872	1557.610	495.529	223.010	42.873	411.015	238.532	565.151	241.611	208.325	103.391	259.060	-184.559	109.880	409.538	-200.258	569.178	509.739	-204.381	44.697	267.284	-141.527	1531.512	136.834	-199.260	938.061	120.139	237.620	947.796
873	8.72000	254.942	194.904	1565.330	495.546	222.997	42.801	408.636	237.493	566.176	241.462	208.293	103.433	259.065	-184.462	109.993	407.314	-199.144	570.315	509.827	-204.294	44.279	267.211	-142.088	1539.463	140.878	-199.064	944.819	124.712	237.196	954.196
874	8.73000	255.267	195.897	1572.855	495.595	223.020	42.580	406.134	236.531	567.242	241.403	208.240	103.484	259.008	-184.382	110.116	404.984	-197.863	571.363	509.879	-204.252	43.966	267.110	-142.736	1547.190	144.838	-198.817	951.308	129.219	236.656	960.341
875	8.74000	255.615	196.903	1580.218	495.780	222.909	41.905	403.549	235.560	568.369	241.482	208.177	103.604	258.945	-184.285	110.217	402.620	-196.512	572.389	509.931	-204.232	43.657	266.982	-143.458	1554.716	148.957	-198.613	957.594	133.646	236.249	966.333
876	8.75000	255.828	197.905	1587.239	495.899	222.960	40.920	400.818	234.569	569.468	241.735	208.007	103.720	258.847	-184.183	110.311	400.186	-195.101	573.391	509.989	-204.178	43.305	266.802	-144.213	1562.013	153.012	-198.414	963.611	137.975	235.912	972.133
877	8.76000	256.026	199.109	1593.925	496.007	223.030	40.264	397.989	233.489	570.628	242.056	207.741	103.826	258.787	-183.902	110.262	397.644	-193.599	574.289	510.042	-204.129	43.035	266.492	-144.903	1568.943	157.162	-198.314	969.492	142.193	235.488	977.675
878	8.77000	256.148	200.511	1600.082	496.046	223.122	39.909	395.095	232.291	571.830	242.221	207.564	104.014	258.637	-183.885	110.357	395.065	-192.069	575.352	510.089	-204.137	42.828	266.158	-145.665	1575.519	161.355	-198.295	975.204	146.418	234.920	982.976
879	8.78000	256.209	202.039	1605.893	496.088	223.179	39.721	392.231	230.820	573.114	242.259	207.462	104.164	258.447	-183.849	110.459	392.381	-190.492	576.460	510.129	-204.148	42.634	265.610	-146.474	1581.912	165.580	-198.293	980.774	150.556	234.404	988.046
880	8.79000	256.078	203.397	1611.212	496.113	223.207	39.592	389.084	229.383	574.315	242.214	207.346	104.235	258.226	-183.861	110.558	389.480	-189.013	577.635	510.163	-204.140	42.494	265.034	-147.343	1587.882	169.813	-198.306	986.085	154.658	233.896	992.931
881	8.80000	256.072	204.708	1616.262	496.124	223.228	39.491	385.922	227.745	575.473	242.137	207.238	104.332	257.968	-183.927	110.660	386.563	-187.424	578.752	510.178	-204.139	42.408	264.475	-148.235	1593.529	174.152	-198.275	991.365	158.700	233.333	997.540
882	8.81000	256.036	205.999	1620.952	496.178	223.252	39.340	382.729	226.086	576.632	242.093	207.115	104.416	257.726	-183.986	110.749	383.490	-185.936	579.882	510.201	-204.123	42.344	263.935	-149.274	1598.936	178.515	-196.786	996.077	162.734	232.763	1002.038
883	8.82000	256.098	207.275	1625.379	496.222	223.281	39.221	379.415	224.353	577.856	241.982	207.037	104.572	257.444	-184.050	110.870	380.333	-184.444	581.003	510.198	-204.114	42.305	263.408	-150.198	1603.951	182.878	-196.582	1001.094	166.762	232.151	1006.289
884	8.83000	256.187	208.681	1629.628	496.244	223.289	39.105	376.089	222.651	579.136	241.857	206.955	104.731	257.158	-184.071	110.964	377.078	-182.912	582.103	510.374	-203.995	42.243	262.939	-151.090	1608.677	187.374	-196.344	1005.890	171.047	231.173	1010.258
885	8.84000	256.282	210.242	1633.729	496.278	223.339	38.964	372.699	220.934	580.420	241.680	206.908	104.885	256.887	-184.161	111.028	373.728	-181.428	583.211	510.284	-204.008	42.136	262.563	-152.192	1613.275	191.703	-195.897	1010.381	174.975	230.738	1014.303
886	8.85000	256.441	212.007	1637.623	496.320	223.336	38.761	369.261	219.150	581.684	241.563	206.864	105.077	256.641	-184.210	111.131	370.352	-179.918	584.292	510.253	-204.057	42.077	262.231	-153.425	1617.587	195.990	-195.382	1014.547	178.795	230.239	1018.162
887	8.86000	256.428	214.090	1641.063	496.377	223.357	38.575	365.782	217.478	582.910	241.488	206.829	105.180	256.338	-184.464	111.362	366.987	-178.496	585.258	510.252	-204.065	42.031	261.860	-154.665	1621.534	200.163	-194.858	1018.389	182.514	229.781	1021.850
888	8.87000	256.343	216.287	1644.172	496.412	223.379	38.403	362.300	215.707	583.993	241.371	206.796	105.347	256.113	-184.459	111.414	363.591	-177.060	586.147	510.272	-204.060	41.993	261.551	-155.926	1625.244	204.227	-194.446	1021.981	186.211	229.358	1025.363
889	8.88000	256.205	218.686	1646.971	496.463	223.394	38.247	358.889	213.994	585.002	241.231	206.715	105.512	255.780	-184.556	111.495	360.247	-175.612	586.997	510.262	-204.064	41.967	261.266	-157.288	1628.564	208.166	-194.033	1025.194	189.784	228.814	1028.585
890	8.89000	256.116	221.041	1649.365	496.492	223.398	38.110	355.504	212.183	585.947	241.091	206.643	105.647	255.537	-184.579	111.547	356.861	-174.145	587.781	510.269	-204.068	41.917	261.035	-158.680	1631.502	211.969	-193.721	1028.085	193.307	228.339	1031.536
891	8.90000	256.023	223.215	1651.520	496.531	223.407	38.013	352.094	210.367	586.808	240.950	206.550	105.770	255.327	-184.565	111.574	353.421	-172.607	588.395	510.266	-204.063	41.920	260.831	-159.994	1634.028	215.654	-193.479	1030.734	196.761	227.885	1034.221
892	8.91000	256.002	225.181	1653.261	496.540	223.417	37.993	348.662	208.585	587.468	240.755	206.399	105.825	255.100	-184.531	111.583	349.965	-171.086	588.940	510.264	-204.058	41.909	260.640	-161.205	1636.313	219.225	-193.292	1033.065	200.179	227.456	1036.622
893	8.92000	255.993	227.021	1654.693	496.539	223.446	37.987	345.323	206.748	587.935	240.563	206.297	105.919	254.761	-184.474	111.554	346.587	-169.523	589.388	510.247	-204.041	41.928	260.520	-162.346	1638.292	222.743	-193.124	1035.132	203.299	226.690	1038.547
894	8.93000	255.977	228.853	1655.877	496.527	223.436	37.982	342.136	204.901	588.378	240.334	206.223	105.971	254.494	-184.403	111.540	343.470	-167.912	589.712	510.242	-204.039	41.922	260.542	-163.435	1640.005	226.200	-192.988	1036.912	206.922	226.476	1040.485
895	8.94000	255.948	230.523	1656.802	496.531	223.447	37.984	339.202	203.128	588.700	240.097	206.085	106.070	254.254	-184.348	111.608	340.565	-166.238	590.034	510.249	-204.017	41.899	260.563	-164.515	1641.506	229.506	-192.832	1038.499	210.333	226.037	1042.078
896	8.95000	255.935	232.273	1657.341	496.535	223.449	37.963	336.470	201.284	588.937	239.923	205.941	106.163	254.067	-184.244	111.675	337.948	-164.528	590.275	510.255	-203.983	41.859	260.570	-165.635	1642.732	232.706	-192.737	1039.828	213.667	225.666	1043.357
897	8.96000	255.885	233.987	1657.423	496.538	223.466	37.942	333.946	199.474	589.191	239.860	205.807	106.227	253.907	-184.096	111.668	335.556	-162.686	590.528	510.268	-203.961	41.766	260.566	-166.802	1643.651	235.833	-192.711	1041.021	216.916	225.346	1044.477
898	8.97000	255.816	235.771	1657.109	496.545	223.487	37.927	331.589	197.774	589.408	239.813	205.639	106.261	253.798	-183.886	111.624	333.415	-160.935	590.817	510.302	-203.947	41.645	260.597	-167.969	1644.225	238.845	-192.645	1041.987	220.159	225.089	1045.393
899	8.98000	255.855	237.456	1656.454	496.539	223.491	37.910	329.421	196.177	589.534	239.732	205.425	106.261	253.744	-183.726	111.606	331.304	-159.284	590.981	510.355	-203.931	41.455	260.662	-169.020	1644.585	241.730	-192.598	1042.751	223.326	224.823	1046.126
900	8.99000	255.972	239.060	1655.544	496.542	223.497	37.884	327.415	194.814	589.554	239.663	205.229	106.276	253.694	-183.525	111.620	329.396	-157.757	591.114	510.412	-203.887	41.231	260.780	-169.966	1644.728	244.523	-192.519	1043.417	226.408	224.549	1046.683
901	9.00000	256.121	240.651	1654.331	496.534	223.524	37.903	325.658	193.586	589.515	239.573	205.076	106.323	253.610	-183.356	111.649	327.570	-156.443	591.221	510.459	-203.884	41.064	260.961	-170.871	1644.688	247.149	-192.472	1043.962	229.416	224.368	1047.047
902	9.01000	256.249	242.208	1653.045	496.524	223.558	37.876	324.123	192.469	589.467	239.529	204.916	106.329	253.548	-183.196	111.659	325.947	-155.288	591.265	510.506	-203.872	40.901	261.227	-171.805	1644.424	249.666	-192.440	1044.373	232.304	224.207	1047.310
903	9.02000	256.449	243.750	1651.866	496.526	223.558	37.863	322.810	191.544	589.427	239.460	204.807	106.397	253.460	-183.066	111.714	324.357	-155.462	591.680	510.529	-203.849	40.757	261.554	-172.783	1643.938	252.037	-192.392	1044.765	235.136	224.075	1047.436
904	9.03000	256.641	245.323	1650.512	496.513	223.582	37.881	321.692	190.656	589.444	239.416	204.685	106.441	253.393	-182.933	111.696	323.092	-154.910	591.803	510.549	-203.859	40.628	261.487	-173.979	1643.380	254.305	-192.393	1045.039	237.836	223.966	1047.458
905	9.04000	256.749	246.784	1648.875	496.501	223.621	37.898	320.788	189.945	589.530	239.407	204.624	106.431	253.360	-182.839	111.697	322.116	-154.226	591.815	510.572	-203.881	40.508	261.871	-175.133	1642.734	256.430	-192.363	1045.265	240.345	223.897	1047.502
906	9.05000	256.842	248.108	1647.159	496.490	223.652	37.939	320.025	189.298	589.594	239.375	204.591	106.456	253.341	-182.768	111.646	321.285	-153.764	591.876	510.596	-203.884	40.393	262.426	-176.291	1642.082	258.433	-192.291	1045.415	242.408	223.487	1047.343
907	9.06000	256.979	249.206	1645.423	496.478	223.676	37.992	319.407	188.788	589.750	239.345	204.562	106.474	253.345	-182.714	111.614	320.698	-153.381	591.990	510.608	-203.896	40.292	263.018	-177.434	1641.515	260.305	-192.202	1045.513	244.616	223.496	1047.437
908	9.07000	257.267	250.190	1643.786	496.455	223.705	38.049	318.818	188.430	589.855	239.325	204.546	106.483	253.375	-182.666	111.595	320.286	-152.853	591.911	510.633	-203.891	40.157	263.748	-178.465	1640.815	262.031	-192.125	1045.550	246.677	223.485	1047.539
909	9.08000	257.590	251.129	1642.255	496.436	223.727	38.164	318.274	188.115	589.914	239.285	204.510	106.512	253.418	-182.561	111.572	319.953	-152.378	591.897	510.665	-203.915	40.027	264.547	-179.339	1640.052	263.688	-192.050	1045.567	248.595	223.489	1047.642
910	9.09000	258.022	251.852	1640.836	496.402	223.731	38.273	317.884	187.870	589.992	239.241	204.495	106.564	253.475	-182.500	111.564	319.750	-152.047	592.015	510.692	-203.906	39.905	265.324	-180.076	1639.239	265.245	-191.977	1045.548	250.437	223.523	1047.713
911	9.10000	258.562	252.479	1639.625	496.379	223.771	38.418	317.606	187.537	590.082	239.253	204.453	106.554	253.517	-182.460	111.597	319.637	-151.651	592.068	510.708	-203.911	39.782	266.132	-180.722	1638.362	266.806	-191.951	1045.541	252.183	223.524	1047.793
912	9.11000	259.168	253.036	1638.575	496.366	223.782	38.555	317.417	187.286	590.253	239.271	204.415	106.597	253.557	-182.378	111.623	319.450	-151.426	592.136	510.726	-203.929	39.690	266.908	-181.319	1637.478	268.308	-191.985	1045.555	253.872	223.540	1047.832
913	9.12000	259.756	253.611	1637.587	496.337	223.780	38.695	317.255	187.086	590.366	239.304	204.351	106.636	253.573	-182.327	111.611	319.289	-150.966	592.150	510.747	-203.915	39.599	267.617	-181.978	1636.630	269.856	-191.959	1045.546	255.516	223.575	1047.878
914	9.13000	260.500	254.280	1636.286	496.308	223.787	38.878	317.162	186.748	590.390	239.299	204.291	106.649	253.587	-182.256	111.628	319.098	-150.726	592.154	510.755	-203.915	39.538	268.303	-182.674	1635.975	271.339	-191.934	1045.556	257.081	223.562	1047.847
915	9.14000	261.674	254.768	1634.703	496.286	223.743	39.035	317.175	186.476	590.425	239.288	204.220	106.693	253.590	-182.177	111.616	318.911	-150.231	592.157	510.757	-203.897	39.503	268.983	-183.350	1635.344	272.815	-191.933	1045.604	258.612	223.635	1047.835
916	9.15000	263.114	254.900	1633.200	496.250	223.738	39.183	317.323	186.233	590.491	239.288	204.078	106.656	253.591	-182.069	111.587	318.592	-149.784	592.093	510.762	-203.895	39.453	269.663	-183.978	1634.805	274.268	-191.855	1045.568	260.090	223.655	1047.772
917	9.16000	264.304	254.682	1632.094	496.205	223.739	39.302	317.626	185.926	590.452	239.296	203.923	106.636	253.612	-181.953	111.591	318.252	-149.483	592.232	510.775	-203.889	39.433	270.335	-184.543	1634.308	275.752	-191.789	1045.548	261.532	223.676	1047.593
918	9.17000	265.146	254.631	1631.176	496.189	223.711	39.392	318.095	185.633	590.435	239.341	203.751	106.585	253.621	-181.850	111.584	317.911	-148.887	592.208	510.778	-203.873	39.408	271.017	-185.074	1633.838	277.152	-191.705	1045.504	262.939	223.773	1047.408
919	9.18000	265.864	254.824	1630.228	496.190	223.692	39.401	318.765	185.338	590.474	239.442	203.599	106.535	253.603	-181.752	111.577	317.564	-147.519	591.796	510.780	-203.870	39.404	271.705	-185.575	1633.349	278.524	-191.637	1045.436	264.327	223.823	1047.181
920	9.19000	266.577	254.984	1629.347	496.210	223.643	39.347	319.507	184.986	590.443	239.594	203.434	106.571	253.556	-181.633	111.541	317.045	-147.084	591.797	510.775	-203.859	39.413	272.345	-186.085	1632.840	279.871	-191.533	1045.417	265.653	223.891	1046.970
921	9.20000	267.305	255.053	1628.451	496.256	223.608	39.246	320.310	184.730	590.416	239.714	203.283	106.585	253.483	-181.569	111.556	316.511	-146.784	591.861	510.774	-203.864	39.433	273.030	-186.523	1632.338	281.138	-191.471	1045.365	266.927	223.909	1046.688
922	9.21000	267.962	255.155	1627.558	496.305	223.577	39.094	321.139	184.474	590.336	239.795	203.141	106.553	253.388	-181.506	111.531	315.901	-146.544	591.888	510.759	-203.866	39.447	273.700	-187.029	1631.800	282.345	-191.368	1045.326	268.203	223.999	1046.452
923	9.22000	268.565	255.311	1626.663	496.352	223.524	38.903	321.963	184.349	590.364	239.902	203.022	106.539	253.279	-181.487	111.542	315.273	-146.336	591.943	510.758	-203.876	39.474	274.390	-187.487	1631.271	283.502	-191.339	1045.282	269.434	224.036	1046.188
